region,point,event_id,snapshot_timestamp,sample_type,tier,elevation,slope_deg,aspect,TWI,TRI,distance_to_river_m,flow_accumulation_cells,drainage_density_km_per_km2,cwc_danger_level_m,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_24h,rainfall_72h_antecedent,antecedent_precipitation_index,rain_intensity_mm_hr,soil_saturation_ratio,river_water_level_m,river_level_change_m_per_hr,tier_int
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1969-0002,1969-07-12T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,1.4,,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1969-0002,1969-07-13T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.4,4.1,9.3,49.8,49.8,11.4196,1.4,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1969-0002,1969-07-14T00:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.1,5.2,11.3,27.3,77.1,9.5304,1.1,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1969-0002,1969-07-14T12:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.6,5.5,12.9,37.5,99.2,11.9611,1.6,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1969-0002,1969-07-14T18:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.0,2.4,5.8,39.2,105.0,7.9211,1.0,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1969-0002,1969-07-15T00:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.0,3.0,5.4,33.3,110.4,6.9097,1.0,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1975-0025,1975-06-12T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,0.1,,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1975-0025,1975-06-13T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.0,0.0,0.1,9.1,9.1,1.4364,0.0,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1975-0025,1975-06-14T00:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.5,2.2,6.0,15.1,24.2,5.4736,0.5,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1975-0025,1975-06-14T12:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.1,3.3,6.4,27.5,40.3,8.2069,1.1,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1975-0025,1975-06-14T18:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.7,6.0,9.6,31.7,49.9,9.1152,1.7,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1975-0025,1975-06-15T00:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,2.1,4.3,5.4,31.1,55.3,8.7788,2.1,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1981-0034,1981-07-24T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,0.3,,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1981-0034,1981-07-25T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.0,0.0,0.0,5.0,5.0,0.3793,0.0,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1981-0034,1981-07-26T00:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.0,0.2,0.2,1.6,6.6,0.2722,0.0,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1981-0034,1981-07-26T12:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.5,1.5,2.6,2.8,9.2,1.8671,0.5,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1981-0034,1981-07-26T18:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.0,0.0,0.2,3.0,9.4,0.7042,0.0,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1981-0034,1981-07-27T00:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.0,0.1,0.1,2.9,9.5,0.327,0.0,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1985-0030,1985-06-21T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,0.5,,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1985-0030,1985-06-22T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.4,3.3,6.8,26.5,26.5,7.5136,1.4,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1985-0030,1985-06-23T00:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,2.5,6.1,10.6,43.4,69.9,13.1204,2.5,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1985-0030,1985-06-23T12:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,4.4,14.7,26.9,65.2,113.1,26.2727,4.4,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1985-0030,1985-06-23T18:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,2.7,8.6,22.1,75.9,135.2,22.5793,2.7,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1985-0030,1985-06-24T00:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,2.7,8.0,14.9,80.2,150.1,19.6107,2.7,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1986-0043,1986-07-29T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,0.0,,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1986-0043,1986-07-30T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.0,0.0,0.0,1.4,1.4,0.1253,0.0,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1986-0043,1986-07-31T00:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.0,0.0,0.0,0.5,1.9,0.0454,0.0,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1986-0043,1986-07-31T12:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.3,1.9,2.6,2.6,4.5,1.8588,0.3,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1986-0043,1986-07-31T18:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.0,0.0,0.4,3.0,4.9,0.7898,0.0,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1986-0043,1986-08-01T00:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.0,0.0,0.0,3.0,4.9,0.2979,0.0,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1987-0022,1987-10-10T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,0.0,,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1987-0022,1987-10-11T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.0,0.0,0.0,7.3,7.3,0.9119,0.0,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1987-0022,1987-10-12T00:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.0,0.0,0.0,10.9,18.2,1.0139,0.0,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1987-0022,1987-10-12T12:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,2.7,4.0,4.2,4.6,22.8,3.7762,2.7,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1987-0022,1987-10-12T18:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.0,0.0,0.2,4.8,23.0,1.4242,0.0,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1987-0022,1987-10-13T00:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.0,0.0,0.0,4.8,23.0,0.5371,0.0,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1988-0047,1988-07-15T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,0.5,,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1988-0047,1988-07-16T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.6,1.8,2.9,7.3,7.3,2.4177,0.6,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1988-0047,1988-07-17T00:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.8,2.8,4.7,18.9,26.2,5.9987,0.8,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1988-0047,1988-07-17T12:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,2.5,6.6,11.7,29.8,48.1,12.3344,2.5,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1988-0047,1988-07-17T18:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,2.3,6.9,12.8,39.4,60.9,13.1963,2.3,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1988-0047,1988-07-18T00:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.7,7.3,14.6,49.3,75.5,14.1643,1.7,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1989-0030,1989-06-08T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,0.3,,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1989-0030,1989-06-09T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.7,1.7,2.6,6.7,6.7,2.4889,0.7,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1989-0030,1989-06-10T00:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.5,1.5,2.9,14.3,21.0,3.2324,0.5,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1989-0030,1989-06-10T12:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,2.3,8.3,13.1,23.0,38.7,12.1026,2.3,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1989-0030,1989-06-10T18:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.1,3.2,8.7,29.3,47.4,9.3335,1.1,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1989-0030,1989-06-11T00:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.3,4.3,8.7,35.1,56.1,9.6549,1.3,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1989-0031,1989-07-13T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,0.3,,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1989-0031,1989-07-14T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.5,1.1,1.5,7.0,7.0,1.9702,0.5,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1989-0031,1989-07-15T00:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.2,0.7,3.6,19.1,26.1,4.0762,0.2,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1989-0031,1989-07-15T12:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.9,5.0,6.0,19.7,34.5,7.2328,1.9,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1989-0031,1989-07-15T18:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.2,3.4,8.0,20.0,42.5,7.8471,1.2,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1989-0031,1989-07-16T00:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.8,4.4,7.4,23.8,49.9,9.137,1.8,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1989-0034,1989-07-18T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,2.2,,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1989-0034,1989-07-19T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.8,1.6,3.3,32.3,32.3,5.9058,0.8,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1989-0034,1989-07-20T00:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.8,2.4,6.0,25.0,57.3,6.4683,0.8,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1989-0034,1989-07-20T12:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.2,3.4,7.2,24.9,69.1,6.7664,1.2,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1989-0034,1989-07-20T18:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.6,2.3,5.4,23.2,74.5,6.1359,0.6,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1989-0034,1989-07-21T00:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.4,4.0,6.8,24.0,81.3,7.4291,1.4,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1991-0044,1991-06-03T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,1.0,,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1991-0044,1991-06-04T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,5.2,17.3,29.7,73.6,73.6,26.9339,5.2,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1991-0044,1991-06-05T00:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,3.4,8.9,16.0,48.2,121.8,16.4854,3.4,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1991-0044,1991-06-05T12:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,2.4,7.1,19.2,61.9,158.9,18.4805,2.4,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1991-0044,1991-06-05T18:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.8,2.9,6.1,59.2,165.0,10.4707,0.8,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1991-0044,1991-06-06T00:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.8,2.0,4.3,47.5,169.3,7.367,0.8,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1992-0026,1992-06-05T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,0.0,,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1992-0026,1992-06-06T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.7,2.0,3.3,9.4,9.4,3.5663,0.7,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1992-0026,1992-06-07T00:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.7,3.1,5.0,14.2,23.6,4.0704,0.7,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1992-0026,1992-06-07T12:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.4,2.4,6.8,14.3,32.5,5.441,0.4,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1992-0026,1992-06-07T18:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.6,0.9,2.8,16.7,35.3,4.9474,0.6,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1992-0026,1992-06-08T00:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.0,0.0,1.6,13.3,36.9,2.1659,0.0,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1992-0027,1992-06-29T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,0.4,,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1992-0027,1992-06-30T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.3,2.7,4.2,18.5,18.5,4.9376,1.3,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1992-0027,1992-07-01T00:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.2,2.5,3.8,23.4,41.9,5.3246,1.2,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1992-0027,1992-07-01T12:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.6,9.4,16.0,31.5,64.2,13.6463,1.6,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1992-0027,1992-07-01T18:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.0,3.2,7.2,33.3,71.4,9.0662,1.0,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1992-0027,1992-07-02T00:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.8,3.0,6.1,35.6,77.5,7.5512,0.8,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1993-0022,1993-05-29T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,0.3,,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1993-0022,1993-05-30T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.1,0.2,0.2,11.7,11.7,1.0987,0.1,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1993-0022,1993-05-31T00:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.0,0.0,0.0,2.3,14.0,0.4118,0.0,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1993-0022,1993-05-31T12:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.4,2.2,3.4,4.9,18.9,2.6134,0.4,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1993-0022,1993-05-31T18:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.2,0.3,0.4,5.3,19.3,1.4279,0.2,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1993-0022,1993-06-01T00:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.2,0.4,0.8,6.1,20.1,1.1388,0.2,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1993-0035,1993-11-07T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,0.0,,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1993-0035,1993-11-08T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.6,1.4,1.4,4.3,4.3,2.1593,0.6,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1993-0035,1993-11-09T00:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.7,4.2,9.6,46.7,51.0,14.5572,1.7,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1993-0035,1993-11-09T12:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,2.5,12.5,20.0,65.9,85.7,18.4609,2.5,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1993-0035,1993-11-09T18:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.0,0.1,3.1,47.4,88.8,7.6686,0.0,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1993-0035,1993-11-10T00:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.0,0.8,3.2,41.0,92.0,4.5484,0.0,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1994-0039,1994-05-29T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,0.0,,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1994-0039,1994-05-30T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.2,2.4,4.0,18.3,18.3,4.0963,0.2,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1994-0039,1994-05-31T00:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.7,3.4,7.1,18.7,37.0,7.7284,1.7,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1994-0039,1994-05-31T12:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.6,4.1,13.8,31.7,57.0,11.6025,1.6,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1994-0039,1994-05-31T18:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,0.0,1.5,7.7,34.8,64.7,7.3989,0.0,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1994-0039,1994-06-01T00:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.4,3.4,3.7,31.4,68.4,6.4737,1.4,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1994-0041,1994-07-11T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,0.2,,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1994-0041,1994-07-12T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.0,3.2,6.8,21.7,21.7,6.899,1.0,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1994-0041,1994-07-13T00:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,3.3,10.2,15.5,44.9,66.6,15.2907,3.3,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1994-0041,1994-07-13T12:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,2.1,6.2,10.9,43.6,86.5,12.314,2.1,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1994-0041,1994-07-13T18:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.7,4.1,7.9,43.3,94.4,10.5653,1.7,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1994-0041,1994-07-14T00:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.6,4.5,9.2,37.0,103.6,10.0929,1.6,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1994-0042,1994-07-11T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,,,,,,0.2,,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1994-0042,1994-07-12T00:00:00,positive,Yellow,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.0,3.2,6.8,21.7,21.7,6.899,1.0,,,,1
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1994-0042,1994-07-13T00:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,3.3,10.2,15.5,44.9,66.6,15.2907,3.3,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1994-0042,1994-07-13T12:00:00,positive,Orange,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,2.1,6.2,10.9,43.6,86.5,12.314,2.1,,,,2
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1994-0042,1994-07-13T18:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.7,4.1,7.9,43.3,94.4,10.5653,1.7,,,,3
Idukki,Idukki_district_centroid_proxy_Painavu,UEI-IMD-FL-1994-0042,1994-07-14T00:00:00,positive,Red,646.0,30.507,48.8,5.5622,13.625,239.3,4.0,1.7874,,1.6,4.5,9.2,37.0,103.6,10.0929,1.6,,,,3
